קטגוריה,שם רשמי (עברית),תנועה מיישבת,"נ""צ",תיאור/מיקום חופשי,מספר גיליון,תאריך פרסום,עמוד,טור,ציון OCR,ציון OCR ממוצע,מילה עם הציון הנמוך
מועצות אזוריות,מ*א אַשדות שומֶרון,,,"מועצה המאגדת בתוכה את היישובים: סנור (שם זמני), שבי שומרון, קדומים, קרני שימרון, אלקנה, אריאל, תפוח (שם זמנ).",2633,1980-06-10,3,right,16.6,81.8,מ*א
מועצות אזוריות,"מ""א גולֶן",,,"מועצה המאגדת בתוכה את כל יישובי הגולן, לבד מן קצרין.",2633,1980-06-10,3,right,46.6,87.9,גולֶן
מועצות אזוריות,"מ""א גוש עַצִיון",,,"מועצה המאגדת בתוכה את היישובים: בי""ס שדה גילר, ראש צורים, אלעזר, אלון שבות, כפר עציון, מגדל עז, תקוע, אפרתה.",2633,1980-06-10,3,right,38.6,89.8,עַצִיון
מועצות אזוריות,מיא דרום הַשֶרון,,,"שם חדש לאיחודן של שלוש מועצות קיימות: *מפעלות אפק* ""היר* קון* ו""השרון התיכון"".",2633,1980-06-10,3,right,18.8,65.5,דרום
מועצות אזוריות,"מ""א הֶעַרְבַה . התיכונה",,,"מועצה בערבה המאגדת בתוכה את חיישובים: חצבה, עין יהב, ספיר, צופר, ופארן.",2633,1980-06-10,3,right,9.2,80.3,הֶעַרְבַה
מועצות אזוריות,"מ""א חוף עַזֶה",,,"מועצה המאגדת בתוכה את היישובים: נצר הוני, קטיף, וגני טל.",2633,1980-06-10,3,right,74.9,90.3,עַזֶה
מועצות אזוריות,"מ""א ??גלוֹת",,,"מועצר המאגרת בתוכה את היישובים: אלמוג, קליה, מצפה""שלם.",2633,1980-06-10,3,left,13.8,81.2,"מצפה""שלם."
מועצות אזוריות,"מ""א מטה אָשר",,,"שם חדש לאיחודן של שלוש מועצות: ""געתון"" ""נעמן""* ו""סולם צור*.",2633,1980-06-10,3,left,39,76.8,"מ""א"
מועצות אזוריות,"מ""א מְטה בנימין",,,"מועצה המאגדת בתוכה את היישובים: עפרה, בית אל, חלמיש, גבעון, בית חורון, מבוא חורון, מתתיהו, כפר רות ושילת.",2633,1980-06-10,3,left,0,87.6,מְטה
מועצות אזוריות,"מ""א מַעַלה יוסף",,,"ע""ש יוסף ויץ ז""ל. השם הקודם ""מעלה הגליל"" בטל. כולל את היישובים: אבן מנחם, אלקוש, גרן, חסן, יערה, זרעית (כפר רוזנוולד), מעונה, נטועה, עבדון, עין יעקב, פקיעין (חדשה), צורי- אל, שומרה, שתולה.",2633,1980-06-10,3,left,26.4,89.1,"הגליל"""
מועצות אזוריות,"מ""א עמק יורעאל",,,"שם חדש לאיחודן של שתי המועצות ""קישון"" ו""יזרעאל"".",2633,1980-06-10,3,left,11.9,83.2,יורעאל
מועצות אזוריות,"מ""א עַרבות הַירדן",,,"מועצה המאגדת בתוכה את היישובים, מחולה, רועי, בקעות, חמרה, ארגמן, מכורה, משואה, גתית, מעלה אפרים, פצאל, תומר, גלגל, נתיב הגדוד, נירן, ייטב, שלום ציון.",2633,1980-06-10,3,left,29.4,87.5,הַירדן
ישובים,אַבני אִיתָן,רמושבים הדתיים,2215.2480,"נ""צ 2215.2480, מושב של תנועת רמושבים הדתיים, הפועל המזרחי, בגולן (כינוי ארעי קודם: תל זית), מ""א גולן; השם ניתן לזכרם של ששה מחגרי הגרעין שנפלו במערכות ישראל.",2633,1980-06-10,3,right,22.5,87.2,אִיתָן
ישובים,אָבשָלום,,0748.0695,"נ""צ 0748.0695, מרכז גושי בחבל ימית (כינוי ארעי קורם: יד און); השם ניתן לזברו של אבשלום פיינברג ז""ל.",2633,1980-06-10,3,right,38.4,84,אָבשָלום
ישובים,אדם,העובד הציוני,2205.2891,"נ*צ 2205.2891, מושב שיתופי של תנועת העובד הציוני בגולן (כינוי ארעי קודם: הר אדם), מ""א גולן; ע""ש ההר הסמוך, לפנים תל""אלדאתמר.",2633,1980-06-10,3,right,13.5,87.2,"תל""אלדאתמר."
ישובים,אדר,,177.271,"נ""צ 177.271, מצפור בגליל (כינוי ארעי קודם: אדירים); על שם עץ מצוי באזור, המופיע בתלמוד, ביצה ט""ו, ב': *הרוצה שיתקיימו נכסיו יטע בהן אדר"".",2633,1980-06-10,3,right,81.8,90.7,*הרוצה
ישובים,אהד,המושבים,095.072,"נ""צ 095.072, מושב של תנועת המושבים בחבל הבשור, במ""א אשכול; שם מקראי, ב[ שלישי לשמעון בן יעקב (בראשית מ""ו, י').",2633,1980-06-10,3,right,0,81.2,י').
ישובים,אֶגדֶה (אוגדה),המושבים,0755.0665,"נ""צ 0755.0665, מושב של תנועת המושבים בחבל ימית; על שם אוגדת רפלדה שנלחמה באזור במלחמת ששת הימים.",2633,1980-06-10,3,left,19.9,86.3,אֶגדֶה
ישובים,אופירֶה,,080.698,"נ""צ 080.698, ישוב עירוני לאורך מפרץ אילת; השם סמלי, מציין את הדרך לאופירה.",2633,1980-06-10,3,left,0,83.3,"נ""צ"
ישובים,אורטל,הקיבוץ המאוחד,2213.2778,"נ""צ 2213.2778, קיבוץ של תנועת הקיבוץ המאוחד בגולן (כינוי ארעי קודם: דלווה), מ""א גולן; שם סמלי, על יסור ריבוי הטלליס שבאזור.",2633,1980-06-10,3,left,61.1,89.4,הטלליס
ישובים,ַחְוֶת ששָנָה,,199.202,"נ""צ 199.202, אחוזה פרטית בראש רמת כוכב.",2633,1980-06-10,3,left,2.2,68.3,ששָנָה
ישובים,אַלון שבות,,1817.1183,"נ""צ 1817.1183, מרכז גושי ביהודה במ""א גוש עציון; שם סמלי, הוקם ליד האלון העתיק, לציון חשיבה לגוש עציון.",2633,1980-06-10,3,left,38.3,83.3,אַלון
ישובים,אַלי-עֶל,המושבים,219.246,"נ""צ 219.246, מושב של תנועת המושבים בגולן במ""א גולן; על שם אלי כהן ז""ל, שהועלה לגרדום בסוריה.",2633,1980-06-10,4,right,29.7,89,אַלי-עֶל
ישובים,אליפו,הקיבוץ הארצי,1510.9120,"נ""צ 1510.9120, קיבוץ של תנועת הקיבוץ הארצי, בערבה (בינוי ארעי קודם: סמר ב'); השם מקראי, אחד משלושת רעי איוב (איוב ב', י*א),",2633,1980-06-10,4,right,22.7,86.8,אליפו
ישובים,אַלְמוג,,1964.1337,"נ""צ 1964.1337, היאחזות נחל בצפון מערב ים דמלח (כינוי ארעי קודם: קליה ב); על שם יהודה אלמוג, ממחיי היישוב העברי בחבל סדום.",2633,1980-06-10,4,right,41,85.2,"1964.1337,"
ישובים,אלעְזֶר,המושבים הדתיים,1835.1187,"נ""צ 1835.1187, מושב שיתופי של תנועת המושבים הדתיים, הפועל המזרחי, ביהודה (כינוי ארעי קודם: עציון ג'); על שם אלעזר החש- מונאי שנהרג באזור זה.",2633,1980-06-10,4,right,40.8,89.3,אלעְזֶר
ישובים,אל-רום,הקיבוץ המאוחד,222.287,"נ""צ 222.287, קיבוץ של תנועת הקיבוץ המאוחד, בגולן, במ""א גולן; שם סמלי.",2633,1980-06-10,4,right,41.3,86.3,אל-רום
ישובים,ה זוד אלקנה,,1550.1075,"נ""צ 1550.1075, ישוב עירוני (שם ארעי קודם: מסחה, פארים), במ""א אשדות שומרון; שם סמלי.",2633,1980-06-10,4,right,34,83.3,ה
ישובים,אמבר,,0844.0883,"ג""צ 0844.0883, מרכז גושי, חבל עזה, במ""א חוף עזה; שם סמלי, מובנו אסם או ממגורה.",2633,1980-06-10,4,right,47.8,85.8,ממגורה.
ישובים,אַנִיעֶם,המושבים,2195.2025,"נ""צ 2195.2025, מושב שיתופי של תנועת המושבים, בגולן (בינוי ארעי קודם: כפ""ת א'), במ""א גולן; שם מקראי, מבני שבט מנשה (דבהי""א ז', י""ט).",2633,1980-06-10,4,right,33.5,87.6,אַנִיעֶם
ישובים,אֶפיק,איחוד הקיבוצים והקבוצות,2159.2428,"ג""צ 2159.2428, קיבוץ של תנועת איחוד הקיבוצים והקבוצות בגולן, מ""א גולן; השם סמלי (אפיקי הנחלים), וכן מזכיר את כפר אפיק הנזכר בתלמוד והמזוהה באזור.",2633,1980-06-10,4,right,36.5,89.2,"ג""צ"
ישובים,אפרתה,,166.119,"נ""צ 166.119, עיר ביהודה; שם מקראי.",2633,1980-06-10,4,right,44.9,79.1,אפרתה
ישובים,אַרגֶמֶן,החרות --,1995.1754,"נ""צ 1995.1754, מושב של משקי תנועת החרות -- ביתר בבקעה, מ""א ערבות הירדן; השם ניתן לזכרם של אריה רגב וגד מנלה שנפלו בבקעה.",2633,1980-06-10,4,right,23.6,84.9,אַרגֶמֶן
ישובים,אריאל,,187.168,"נ""צ 187.168, ישוב עירוני בשומרון, מ""א אשדות שומרון; השם פיוטי, סמלי. ו",2633,1980-06-10,4,left,58.2,86.6,"187.168,"
ישובים,אשחֶר,,1788.2885,"נ""צ 1788.2885, היאחזות נח""ל בגליל; על שם האשחר הארץ- ישראלי, הגדל בשטחי החורש באזורים הרריים. זהו שית בעל פרחים צהובים קטנים, פירותיו הבשלים הם בעלי גוון שחור, ומכאן גם שמו.",2633,1980-06-10,4,left,36.4,88.5,"1788.2885,"
ישובים,אַשָלים,המושבים,1205.0410,"נ""צ 1205.0410, מושב שיתופי של תנועת המושבים, ברמת הנגב, במ""א רמת הנגב; על שם עצי האשל המצויים באזור (השם נקבע לראשונה בשנת 1956, אולם היישוב נעזב תקופה קצרה לאחר ההת- יישבות).",2633,1980-06-10,4,left,41.2,89.3,אַשָלים
ישובים,אָשרת,המושבים,1648.2641,"נ*צ 1648.2641, מושב של תנועת המושבים בגליל (כינוי ארעי קודם: עמקא ב'); על שמו של שבט אשר (על משקל השמות התנ""כיים אסנת, בשמת וכד').",2633,1980-06-10,4,left,24.6,87.1,אָשרת
ישובים,ביתדאל,,1715.1498,"נ""צ 1715.1498, ישוב קהילחי, במ""א מטה בנימין; השם מקראי (בראשית י""ג, ג* וכ""ח--י""ט).",2633,1980-06-10,4,left,38.7,83,"וכ""ח--י""ט)."
ישובים,בית-זיד,,160.245,"נ""צ 160.245, כפר קטן, במ""א עמק יזרעאל; על שמו של אלכסנדר זיך ז""ל.",2633,1980-06-10,4,left,64.4,86.4,בית-זיד
ישובים,"בית""חורון",,1625.1425,"נ""צ 1625.1425, ישוב קהילתי, במ""א מטה בנימין; השם מקראי (יהושע כ""א--כ""בן שמואל א"", י""ג--י""ח).",2633,1980-06-10,4,left,63.7,85.3,"בית""חורון"
ישובים,בית-רמון,הקיבוץ הדתי,1810.2440,"נ""צ 1810.2440, קיבוץ של תנועת הקיבוץ הדתי, בגליל (שם ארעי קודם: טורען); על שם ישוב קדום *רמון"" או ""בית רמון"", שבקרבת מקום (יהושע י""ט, י""ג), מוזכר במסורת התנאים כמקום שבו התארגן ,חיישוב בגליל אחר מרד בּר""כוכבא.",2633,1980-06-10,4,left,3,82.8,בית-רמון
ישובים,בני יְהודֶה,,2149.2481,"נ""צ 2149.2481, מרכז גושי בגולן, במ""א גולן; על שם המושבה *בני יהודה* שנוסדה באזור בשנת תרמ""ו (1886) ע""*י יהודים מצפת ומטבריה. נעזבה לאחר מלחמת העולם הראשונה.",2633,1980-06-10,4,left,13.6,82.2,יְהודֶה
ישובים,ְסמֶת טַבְון,,1648.2882,"נ""צ 1648.2882, ישוב בדואי ליר טבעון; על שם החרבה בסמאת הסמולה,",2633,1980-06-10,4,left,9.3,67.4,ְסמֶת
ישובים,בְּקָעוּת,האיחוד החקלאי,1928.1833,"נ""צ 1928.1833, מושב שיתופי של תנועת האיחוד החקלאי, בבקעה, במ""א ערבות הירדן; השם הינו מונח גיאוגרפי המציין את מבנה האזור.",2633,1980-06-10,5,right,40.2,85.4,האיחוד
ישובים,בריוחאי,,1922.2660,"נ""צ 1922.2660, מרכז אזורי בגליל העליון (שם ארעי קודם: מרכז מירון), גמ""א מרום הגליל; על שמו של התנא ר' שמעון בר יוחאי.",2633,1980-06-10,5,right,21,85.9,"גמ""א"
ישובים,גְבעַת אַדְמָה,,1842.1590,"""צ 1842.1590, היאחזות נח""ל בבקעה (שם ארעי קודם: מגוא שילה); צירוף של שם מונח גיאוגרפי ושם היסטורי.",2633,1980-06-10,5,right,34.9,84.1,"""צ"
ישובים,גבעת יואָב,המושבים,214.245,"נ""צ 214.245, מושב של תנועת המושבים בגולן, במ""א גולן.",2633,1980-06-10,5,right,68.9,88.3,יואָב
ישובים,גְדִיד,,0774.0870,"נ""צ 0774.0870, היאחזות נת""ל בחבל עזה (שם ארעי קודם: קטיף ו'), במ""א חוף עזה; השם סמלי ומציין את הפעולה החקלאית של לקיטת התמרים הגדלים באזור.",2633,1980-06-10,5,right,30.3,85.7,גְדִיד
ישובים,גלגל,הקיבוץ המאוחד,1981.1516,"נ""צ 1981.1516, קיבוץ של תנועת הקיבוץ המאוחד, בבקעה, במ""א ערבות הירדן; השם מקראי.",2633,1980-06-10,5,right,18.3,84.5,גלגל
ישובים,גןדאור,המושבים הדתיים,0830.0800,"נ""צ 0830 0800, מושב של תנועת המושבים הדתיים, הפועל המזרחי, בחבל עזה, במ""א חוף עזה, שם סמלי.",2633,1980-06-10,5,right,49.5,88.4,גןדאור
ישובים,גני טל,המושבים הדתיים של רפועל המזרחי,0861.0836,"נ""צ 0861 0836, מושב של תנועת המושבים הדתיים של רפועל המזרחי, בחבל עזה, במ""א חוף עזה, השם סמלי.",2633,1980-06-10,5,right,54.1,89.1,גני
ישובים,גֶרנות הַגֶלִיל,,1725.2737,"נ""צ 1725.2737, מרכז אזורי בגליל העליון (ליד מושב גורן), במ""א מעלה לוסף; שם סנ'לי.",2633,1980-06-10,5,right,0,74.4,גֶרנות
ישובים,גטור,הקיבוץ הארצי,2175.2472,"נ""צ 2175.2472, קיבוץ של תנועת הקיבוץ הארצי, בגולן, במ""א גילן; שם מקראי.",2633,1980-06-10,5,right,0,81.2,גטור
ישובים,גתֶה,המושבים,174.264,"נ""צ 174.264, מושב של תנועת המושבים בגליל (שם ארעי קודם: תפן ט'); על שם הנחל הסמוך, שנגזר מן השם ג'ת.",2633,1980-06-10,5,right,47.7,88.8,גתֶה
ישובים,ְתִית,"החרות--בית""ר",1875.1675,"נ""צ 1875.1675, מושב של משקי תנועת החרות--בית""ר, בבקעה, במ*א ערבות הירדן; על פי הצורה הטופוגרפית שבח ממוקם היישוב-- דומה לכלי זמר קדמון שנזכר במקרא והקרוי גתית (תהלים ח', א?.",2633,1980-06-10,5,left,24,85.3,ְתִית
ישובים,דיזֶרֶב,העובד הציוני,100.767,"נ""צ 100.767, מושב שיתופי של תנועת העובד הציוני, לאורך מפרץ אילת (כינוי ארעי לודם: דהב); השם מקראי.",2633,1980-06-10,5,left,1.7,86.6,דיזֶרֶב
ישובים,.וד דְקלֶה,"החרות--בית""ר",066.076,"נ""צ 066.076, מושב של משקי תנועת החרות--בית""ר, בתבל ימית; על שם עצי הדקלים (שם נרדף לתמר) האופייניים לאזור.",2633,1980-06-10,5,left,40.8,83.2,דְקלֶה
ישובים,זהַרון,המושבים לאורך מפרץ אילת,1187.8240,"נב""צ 1187.8240, מושב של תנועת המושבים לאורך מפרץ אילת (כינוי ארעי קודס: נביעות ב'); על שמו של דג אופייני המצוי בחוף הסמוך.",2633,1980-06-10,5,left,33.6,84.5,זהַרון
ישובים,זרזיר,,237.171,"ג""צ 237 171, ישוב בדואי ליד נהלל, זרזיר הוא שמה של צפור שיר, המזכיר את שם השבט זרזורה.",2633,1980-06-10,5,left,64.5,90.4,"ג""צ"
ישובים,חולית,איחוד הקיבוצים והקבוצות,0717.0710,"נ""צ 0717 0710, קיבוץ של תנועת איחוד הקיבוצים והקבוצות, בחבל ימית, שם סמלי, על יסוד רבוי החוליות באזור.",2633,1980-06-10,5,left,89.8,92.2,"נ""צ"
ישובים,חַלֶמיש,,1625.1575,"נ""צ 1625.1575, ישוב קהילתי (כינוי ארעי קודם: נבי צלת, נוה צוף), במ""א מטה בנימין; השם סמלי, על פי הפסוק בדברים ל""ב, י""ג. ""וינקהו דבש מסלע ושמן מחלמיש צור"".",2633,1980-06-10,5,left,35.5,87.8,חַלֶמיש
ישובים,חַמרֶה,האיחוד החקלאי,1915.1785,"נ""צ 1915.1785, מושב שיתופי של תנועת האיחוד החקלאי, בבקעה, במ""א ערבות הירדן, חמרה היא מלה ארמית שמובנר יין.",2633,1980-06-10,5,left,35.6,82,תנועת
ישובים,חִספין,,224.950,"נ""צ 224.950, מרכז גושי בגולן, במ*א גולן; השם היסטורי, מופיע בספר חשמונאים א', פרק ה'.",2633,1980-06-10,5,left,0,72.8,חִספין
ישובים,חַצבָה,המושבים,1766.0196,"נ""צ 1766.0196, מושב של תנועת המושבים, בערבה, במ*א הערבה התיכונה; על פי דמיון הצליל לשם הקודם: אל חצב. -*",2633,1980-06-10,5,left,14.9,82.9,"נ""צ"
ישובים,חֶרֶשִים,,181.262,"נ""צ 181.262, מצפור בגליל; על שם חרשי הברזל שהיו באזור בתקופה הישראלית.",2633,1980-06-10,5,left,20.3,84.5,חֶרֶשִים
ישובים,טובָא זְגְרִיֶה,,2063.2048,"נ""צ 2063.2048, שם למועצה מקומית בגליל, המאחדת בתוכה את הכפר טובא ואת השטח שמתגוררים בו חלק מאנשי ערב זנגריה.",2633,1980-06-10,6,right,0,82.4,זְגְרִיֶה
ישובים,טלדאל,המושבים,167.259,"נ""צ 167.259, מצפה מיועד למושב של תנועת המושבים, בגליל; שם סמלי. שם ארעי קורם: ג'דידה--יצהר.",2633,1980-06-10,6,right,23.2,76.3,ג'דידה--יצהר.
ישובים,ללִים,המושבים,1208.0450,"|||נ""צ 1208.0450, מושב של תנועת המושבים, ברמת הנגב (כינוי ארעי קודם: אשלים ב'), במ""א רמת הנגב; השם ניתן על יסוד ריבוי הטללים באזור.",2633,1980-06-10,6,right,0,85.7,"|||נ""צ"
ישובים,טפחות,הפועל המזרחי,190.253,"נ""צ 190.253, מצפה המיועד למושב של תנועת הפועל המזרחי, בגליל (כינוי ארעי קודם טפחות); על שם ההר הסמוך, ששמו נקבע על פי דמיון הצליל לשם הקודם: ואדי""אם""תפח. -",2633,1980-06-10,6,right,67.2,90.1,ארעי
ישובים,יבול,האיחוד החקלאי,0715.0091,"נ""צ 0715.0091, מושב של תנועת האיחוד החקלאי, בחבל ימית (כינוי ארעי קודם: שדות ז'); השם סמלי לחקלאות.",2633,1980-06-10,6,right,29,88,"0715.0091,"
ישובים,יד-הַשמונָה,,1882.1053,"נ""צ 1882.1053 כפר קטן ביהודה, במ""א מטת יהודה; על שם שמונת היהודים שנספו בפינלנד במלחמת העולם השניה.",2633,1980-06-10,6,right,0,82.7,יד-הַשמונָה
ישובים,יהל,איחוד הקבוצות והקיבוצים,1622.9445,"נ""צ 1622.9445, קיבוץ של תנועת איחוד הקבוצות והקיבוצים, בערבה (כינוי ארעי קודם: קטורה ב'), במ""א חבל אילות; שם סמלי שמובנו יטה אהל (ישעיה י""ג, כ': *ולא יהל שם ערבי"").",2633,1980-06-10,6,right,46.3,86.1,"ב'),"
ישובים,ת,המושבים הדתיים,2246.2602,"נ""צ 2246.2602, מושב של תנועת המושבים הדתיים, הפועל המזרחי, בגולן, במ""א גולן; השם סמלי, בהוראה שאולה של הדמוי המקראי *קשת יונתן לא נסוג אחור* (שמואל ב', א', כ""ב).",2633,1980-06-10,6,right,31.4,87.2,ת
ישובים,יִיטֶב,הקיבוץ המאוחד,1901.1804,"ג""צ 1901.1804, קיבוץ של תנועת הקיבוץ המאוחד, בבקעה (כינוי ארעי קודם: נערן), במ""א ערבות הירדן; על שמו של יצחק טבנקין ז""ל, ממיסדי תנועת העבורה. ייטב ראשי תיבות של יד יצחק טבנקין.",2633,1980-06-10,6,right,3.6,88.5,יִיטֶב
ישובים,ימית,,0705.0765,"ג""צ 0705.0765, עיר בחבל ימית; שם סמלי.",2633,1980-06-10,6,right,66.4,84.9,"ג""צ"
ישובים,יפית,המושבים,1948.1648,"נ""צ 1948.1648, מושב של תנועת המושבים, בבקעה (כינוי ארעי קודם: פצאל ד'), במ""א ערבות הירדן; על שמו של יוסי יפה ז""ל, מראשי דור ההמשך בתנועת המושבים, אשר תרם ופעל רבות בהתה יישבות החדשה ובמיוחד בבקעת הירדן.",2633,1980-06-10,6,left,18.9,87.4,בהתה
ישובים,יד,המושבים,1731.2587,"נ""צ 1731.2587, מושב שיתופי של תנועת המושבים, בגליל (כינוי ארעי קודם: שגב א'); שם סמלי.",2633,1980-06-10,6,left,10.6,82.6,יד
ישובים,כוכב הַשחר,,1827.1523,"נ""צ 1827.1523, היאחזות נת""ל בבקעה, במ""א ערבות הירדן; השם ציורי, מזכיר את מובן השם חרבת א""נג'מה הסמוך.",2633,1980-06-10,6,left,19.4,85.9,הַשחר
ישובים,כחל,המושבים,1978.2585,"נ""צ 1978.2585, מושב של תנועת המושבים בגליל (כינוי ארעי קודם: הר כור); על שם עוף מצוי באזור, וכן צורה עברית לעין כחל הסמוך.",2633,1980-06-10,6,left,58.8,89.4,(כינוי
ישובים,כישור,הקיבוץ הארצי,1757.2834,"נ""צ 1757.2834, קיבוץ של תנועת הקיבוץ הארצי בגליל (כינוי ארעי קודם: תפן א); על שם כלי עבודה הקשור למלאכת האריגה, מוזכר במשלי ל""א, י""ט: ""ידיה שלחה בכישור"".",2633,1980-06-10,6,left,37.7,88.7,"1757.2834,"
ישובים,כליל,,169.266,"נ""צ 169.266, מצפור בגליל (שם ארעי קודם: חרבת כליל); על שם החרבה הסמוכה.",2633,1980-06-10,6,left,46,89.2,הסמוכה.
ישובים,כַלֶנית,המושבים,930.2585,"נ""צ 930.2585, מושב של תנועת המושבים, הפועל המזרתי, בגליל; על שם צמח בר בעל פקעת, הפורח באביב, ופרחיו אדומים, סגולים, כחולים, ורודים או לבנים.",2633,1980-06-10,6,left,21.8,85.2,כַלֶנית
ישובים,כַמון,,184.257,"נ""צ 184.257, מצפור בגליל (כינוי ארעי קודם: כמון מזרח); על שם ההר הסמוך שנקבע על פי דמיון הצלילים לשם הקודם: ג'בל כמנה, כמון גם שם של תבלין, מוזכר בישעיה כ""ח, כ""ה.",2633,1980-06-10,6,left,68.6,90.5,כַמון
ישובים,כסִיפָה,,15800.07125,"נ""צ 15800.07125, ישוב ערבי, בביש ערד צומת שקת; על שם החרבה הסמוכה.",2633,1980-06-10,6,left,51.5,84.7,כסִיפָה
ישובים,כפר-דְָרום,,088.090,"נ""צ 088.090, היאחזות נח""ל בחבל עזה, במ""א חוף עזה; שם היסד טורל מתקופת התלמוד, מקומו של התנא אליעזר בן יצחק איש כפר דרום, המזוהה באזור.",2633,1980-06-10,6,left,2,81.6,היסד
ישובים,"כְּפֶר""חנְגיָה",המושבים של הפועל המזרחי,1901.2573,"נ""צ 1901.2573, מושב של תנועת המושבים של הפועל המזרחי, בגליל; השם היסטורי, מוזכר במשנה שביעית פרק ט', ב'.",2633,1980-06-10,7,right,22,87.4,"כְּפֶר""חנְגיָה"
ישובים,כפר-חֶרוב,איחוד הקיבוצים והקבוצות,212.241,"נ""צ 212.241, קיבוץ של תנועת איחוד הקיבוצים והקבוצות, בגולן, במ""א גולן; השם היסטורי מתקופת התלמוד, נזכר בין העיירות שהיו בתחום העיר סוסיתא (ירושלמי, דמאי ב', א').",2633,1980-06-10,7,right,36.5,86.5,כפר-חֶרוב
ישובים,"כפר""עציון","הקיבוץ הדתי במ""א גוש עציון; חידוש שמו של הקיבוץ כפר עציון שנוסד",181.118,"נ""צ 181.118, קיבוץ של תנועת הקיבוץ הדתי במ""א גוש עציון; חידוש שמו של הקיבוץ כפר עציון שנוסד בשנת תרצ""ב, נחרב במלחמת השחרור וחודש לאחר מלחמת ששת הימים.",2633,1980-06-10,7,right,33.7,87.8,"כפר""עציון"
ישובים,כפר-רות,המושבים,1537.1405,"נ""צ 1537.1405, מושב של תנועת המושבים, בשפלה הגבוהה (כינוי ארעי קודם: חורון ג'), במ""א מטה בנימין; על יסוד השם כפר רותה או כפריתא המופיע במפת מידבא, והמזוהה עם ח' כפר לוט הסמוכה.",2633,1980-06-10,7,right,25.8,89.2,כפר-רות
ישובים,כרמי יוסף,התאחדות ראכרים,1415.1435,"נ""צ 1415.1435, מושבה של תנועת התאחדות ראכרים בשפלה הג- בוהר; על שמו של יוסף ספיר ז""ל, שהיה מראשי המפלגה הליברלית ויו""ר שלה, ושר בממשלה.",2633,1980-06-10,7,right,17.5,84.7,כרמי
ישובים,לאקיה,,1365.0815,"נ""צ 1365.0815, ישוב ערבי, צפונית מערבית לכביש באר-שבע צומת שקת; על שם החרבה שבסמוך ח' לאקיה.",2633,1980-06-10,7,right,55.3,87.7,באר-שבע
ישובים,לבנים,המושבים,2525.1960,"נ""צ 2525 1960, מושב של תנועת המושבים, בגליל (כינוי ארעי קודם: רמות לבנים); על שם עצי הלבנה רמצויים באזור. לבנה אחד מעצי החורש, אופייני לאזור ההרים.",2633,1980-06-10,7,right,88,91.7,באזור.
ישובים,לוטֶן,,1570.9350,"נ""צ 1570.9350, ישוב מתוכנן בערבה (כינוי ארעי קודם: יהל ב'); שם מקראי, ""ואחות לוטן תמנע"" (בראשית ל""ו, כ""ב).",2633,1980-06-10,7,right,37,84.5,"תמנע"""
ישובים,לטם,הקיבוץ המאוחד,1846.2540,"נ""צ 1846.2540, קיבוץ של תנועת הקיבוץ המאוחד, בגליל (כינוי ארעי קודם: חלזון); על שם שיח בר ירוק, בעל פרחים גדולים לבנים או ורודים, אופייני לאזור ההרים.",2633,1980-06-10,7,right,86,91.8,"נ""צ"
ישובים,לפידות,דמושבים,1770.2005,"נ""צ 1770.2005, מושב של תנועת דמושבים בגליל (כינוי ארעי קודם: תפן ו'); השם סמלי לתעשיה.",2633,1980-06-10,7,right,39.9,87.5,ו');
ישובים,מבוא חורון,פועלי אגודת ישראל,153.140,"נ""צ 153.140, קיבוץ של תנועת פועלי אגודת ישראל, בשפלה הג"" בוהה, במ""א מטה בנימין; השם מציין את הדרך לבית חורון.",2633,1980-06-10,7,left,52,90.4,"הג"""
ישובים,מבוא חַמָה,איחוד הקבוצות והקיבוצים,9116.2378,"נ""צ 9116.2378, קיבוץ של תנועת איחוד הקבוצות והקיבוצים, בגולן, במ""א גולן; השם מסמל את הדרך לחמת גדר, מקום של מעינות מים מינרלים חמים בבקעת הירמוק.",2633,1980-06-10,7,left,46.3,87.7,"9116.2378,"
ישובים,"מגְדל""עז",הקיבוץ הדתי,1637.1164,"נ""צ 1637.1164, קיבוץ של תנועת הקיבוץ הדתי (כינוי ארעי קודם: עציון ד), במ""א גוש עציון; השם סמלי, על יסוד הפסוק במשלי י""ח, י': ""מגדל עז שם ה'"", ובתהלים ס""א, ד': ""מגדל עז מפני אויב"".",2633,1980-06-10,7,left,17.4,85.6,"מגְדל""עז"
ישובים,"מגדל""תפן",,176.265,"נ""צ 176.265, מרכז תעשייתי באזור תפן, שבגליל; השם סמלי.",2633,1980-06-10,7,left,41.8,87.3,"מגדל""תפן"
ישובים,מְגן שאול,,179.214,"נ""צ 179.214, מושב של תגועת המושבים בגלבוע (כינוי ארעי קודם: כרם שאול), במ""א הגלבוע; שם מקראי, על פי הפסוק בשמואל ב', א', כ""א: *מגן שאול בלי משיח בשמן"".",2633,1980-06-10,7,left,0,85.1,מְגן
ישובים,מורג,,082.080,"נ""צ 082.080, היאחזות נח""ל בחבל עזה, במ""א חוף עזה; שם סמלי לחקלאות.",2633,1980-06-10,7,left,33.9,87.8,מורג
ישובים,מורֶן,,1872.2583,"נ""צ 1872.2583, קיבוץ של תגועת הקיבוץ המאוחד, בגליל (כינוי ארעי קודם: גבעת רמה); על שם עץ או שיח רב שנתי, שגדל בר ומגדלים אותו גם לנוי.",2633,1980-06-10,7,left,24.7,88.6,מורֶן
